order_id,customer_id,order_date,revenue,channel
746,766,2025-12-09,70.49,Email
747,424,2025-08-02,78.36,Organic
748,24,2024-12-11,24.0,
749,678,2024-12-20,53.4,Paid Search
750,216,2025-10-01,26.91,
751,106,2024-07-17,69.62,Paid Search
752,485,2024-12-13,182.7,Paid Search
753,27,2025-06-30,10.0,Paid Search
754,107,2025-08-08,10.0,
755,87,2025-09-15,168.27,Email
756,317,2024-05-27,67.44,Organic
757,756,2025-12-25,39.86,Email
758,642,2025-12-23,142.39,Organic
759,540,2024-04-05,43.66,Paid Search
760,36,2025-06-23,189.56,
761,488,2025-04-13,120.68,Referral
762,562,2025-11-23,50.73,Organic
763,715,2025-08-08,209.44,Organic
764,606,2025-11-30,43.66,Email
765,647,2025-12-31,124.53,
766,537,2025-11-28,97.96,Referral
767,356,2025-05-14,158.1,Organic
768,92,2024-12-20,173.69,Referral
769,375,2025-05-02,81.92,Referral
770,160,2024-01-28,34.79,Paid Search
771,1,2025-02-02,107.6,Organic
772,353,2025-01-26,39.34,Email
773,548,2024-04-19,200.8,Email
774,774,2025-11-02,88.19,Referral
775,10,2025-12-17,58.08,Email
776,300,2025-12-19,91.08,Organic
777,8,2025-06-06,10.0,
778,194,2025-03-26,21.7,Email
779,405,2025-03-23,152.02,Organic
780,733,2025-11-22,40.59,Email
781,388,2025-09-02,17.19,Referral
782,82,2024-07-26,112.2,Organic
783,530,2025-11-28,151.14,Referral
784,292,2025-04-28,123.14,Referral
785,423,2024-08-12,139.76,Paid Search
786,187,2025-10-19,34.59,
787,114,2025-11-07,10.0,Email
788,633,2025-12-17,170.08,
789,718,2025-12-02,60.64,Organic
790,329,2025-01-20,64.95,Organic
791,51,2024-10-29,159.69,Paid Search
792,191,2025-01-26,113.37,Referral
793,276,2024-10-10,107.35,Email
794,745,2023-08-20,209.9,Organic
795,93,2025-07-02,41.39,Paid Search
796,506,2024-07-21,135.67,Referral
797,431,2025-09-29,83.42,Email
798,381,2025-05-22,96.12,Paid Search
799,339,2023-11-13,171.71,Organic
800,58,2024-04-18,110.47,Email
801,74,2025-11-03,112.3,
802,186,2025-10-21,144.35,Referral
803,391,2024-07-28,58.1,Paid Search
804,787,2025-05-02,29.65,Organic
805,395,2025-08-31,17.31,Email
806,254,2025-12-21,10.0,
807,204,2025-09-15,203.37,Paid Search
808,534,2025-02-24,13.81,
809,399,2025-09-28,66.72,Referral
810,163,2025-05-28,63.39,Paid Search
811,763,2025-04-24,98.44,Paid Search
812,260,2025-01-20,128.94,
813,204,2025-06-05,131.63,Paid Search
814,683,2024-02-23,45.02,Paid Search
815,242,2025-07-23,69.97,Referral
816,16,2023-12-01,96.95,Referral
817,599,2023-10-17,65.08,
818,249,2025-11-06,176.44,Paid Search
819,596,2025-07-23,109.46,Organic
820,381,2025-10-26,124.09,Paid Search
821,255,2025-05-02,119.77,Email
822,94,2025-10-04,150.41,Referral
823,778,2023-07-08,90.86,Paid Search
824,365,2025-10-10,10.0,Organic
825,719,2025-12-09,103.98,Paid Search
826,129,2024-10-10,40.92,Organic
827,325,2025-02-02,48.28,Email
828,751,2025-06-13,115.18,Paid Search
829,706,2025-09-14,154.3,Referral
830,742,2025-02-20,81.28,Referral
831,41,2025-05-27,98.53,Email
832,573,2025-10-08,182.13,Email
833,195,2025-08-17,94.45,Organic
834,557,2024-12-11,236.1,Referral
835,750,2025-06-02,113.93,Referral
836,614,2025-07-24,10.0,Organic
837,71,2024-10-22,125.2,Organic
838,461,2025-07-31,102.87,Referral
839,555,2025-12-21,157.39,Email
840,1,2025-10-19,120.39,Email
841,752,2024-09-02,71.69,Paid Search
842,635,2024-12-31,10.0,Organic
843,329,2025-02-12,67.46,Email
844,195,2025-07-04,28.97,Email
845,785,2025-05-31,45.17,Organic
846,628,2024-01-24,115.31,Referral
847,420,2025-03-26,180.19,
848,99,2025-05-01,103.68,Paid Search
849,45,2025-12-15,10.0,Organic
850,183,2024-12-14,106.68,Organic
851,110,2025-01-03,151.8,Organic
852,102,2024-06-24,43.41,Email
853,674,2025-12-24,71.96,Referral
854,51,2024-05-10,80.88,Organic
855,621,2025-09-05,32.91,Paid Search
856,14,2025-04-26,118.9,Email
857,82,2024-09-11,72.74,Paid Search
858,370,2025-05-02,105.17,Email
859,378,2025-08-14,26.75,Referral
860,542,2024-09-24,53.75,Paid Search
861,312,2024-06-07,123.34,Organic
862,532,2024-05-12,57.63,
863,743,2025-09-12,183.62,
864,195,2024-07-30,56.02,Organic
865,584,2024-12-10,93.48,Email
866,765,2025-10-12,135.96,Referral
867,691,2025-07-31,10.0,Email
868,107,2025-06-20,10.0,Organic
869,564,2025-09-09,10.0,Referral
870,674,2025-12-14,155.76,Email
871,361,2025-04-05,46.89,Referral
872,381,2025-04-26,233.49,Email
873,744,2024-07-20,46.15,Organic
874,577,2025-07-07,91.07,Organic
875,385,2025-08-25,172.53,
876,369,2024-07-29,200.37,Email
877,407,2023-11-04,203.69,
878,292,2025-03-05,152.5,Paid Search
879,531,2025-06-08,141.44,Referral
880,7,2025-05-26,115.55,Organic
881,220,2024-09-05,126.7,Paid Search
882,791,2025-04-12,46.93,Organic
883,97,2024-04-13,30.91,Email
884,365,2025-06-06,79.8,Organic
885,272,2025-09-02,69.79,Organic
886,239,2024-01-03,52.81,Referral
887,95,2025-06-06,121.78,Email
888,583,2025-02-27,137.32,Paid Search
889,741,2025-10-12,85.3,Email
890,178,2025-11-14,168.65,Paid Search
891,610,2024-09-13,11.5,Paid Search
892,749,2025-08-29,68.38,Email
893,81,2025-12-21,36.99,Paid Search
894,790,2025-09-02,10.0,Referral
895,445,2024-08-24,75.04,Paid Search
896,789,2025-02-14,72.7,Paid Search
897,650,2025-12-01,170.81,Email
898,56,2025-08-18,117.85,Paid Search
899,327,2025-03-22,18.55,Organic
900,335,2025-07-05,191.25,Organic
901,157,2024-12-17,153.26,Email
902,457,2025-12-01,114.93,Paid Search
903,228,2025-10-12,66.41,Referral
904,404,2025-02-06,22.43,
905,345,2023-10-02,57.67,Email
906,586,2025-05-05,145.32,Email
907,269,2023-10-20,193.08,Email
908,514,2025-11-12,172.59,
909,781,2025-02-26,50.67,Email
910,573,2025-09-26,12.82,Email
911,405,2025-10-15,88.45,Organic
912,575,2025-03-24,10.0,Organic
913,249,2025-11-10,99.39,Referral
914,796,2025-08-11,71.14,Referral
915,702,2025-03-09,52.04,
916,116,2025-04-10,10.0,Email
917,434,2024-06-25,110.82,Referral
918,196,2025-06-13,48.04,Referral
919,609,2025-08-24,10.0,Paid Search
920,789,2025-03-26,10.0,Organic
921,359,2025-12-07,78.35,Email
922,639,2025-09-14,186.34,Email
923,46,2024-10-12,179.68,Organic
924,702,2024-08-14,52.57,Organic
925,776,2025-11-22,43.87,Paid Search
926,116,2025-06-19,108.13,Paid Search
927,249,2025-12-15,20.1,
928,295,2024-06-24,98.11,Referral
929,711,2025-03-06,125.96,Referral
930,461,2025-10-29,153.62,Paid Search
931,340,2024-11-12,73.99,Organic
932,209,2025-10-18,67.78,
933,562,2025-11-28,27.32,
934,712,2025-10-14,30.39,
935,597,2025-12-01,66.41,Paid Search
936,262,2025-09-05,102.04,
937,291,2024-04-24,134.82,Referral
938,55,2025-12-07,31.81,Paid Search
939,69,2025-11-11,169.56,Referral
940,679,2025-11-03,63.73,Referral
941,111,2023-04-08,78.72,Referral
942,665,2024-07-01,35.17,Organic
943,390,2025-12-26,10.0,
944,324,2025-05-03,133.04,Paid Search
945,191,2025-03-16,124.21,
946,575,2025-07-01,63.12,Paid Search
947,41,2025-01-25,84.02,Referral
948,342,2024-11-26,110.96,Email
949,763,2024-03-18,10.0,Paid Search
950,356,2025-12-07,48.26,Referral
951,364,2025-10-25,127.66,
952,242,2025-09-30,10.0,Referral
953,64,2025-01-17,97.61,Email
954,31,2025-10-03,10.0,Referral
955,231,2025-01-04,107.99,Referral
956,403,2024-12-20,77.86,Paid Search
957,748,2025-05-15,10.0,Organic
958,428,2024-04-01,149.88,Organic
959,437,2024-08-26,35.92,
960,460,2025-10-29,31.38,
961,212,2025-03-02,92.03,Organic
962,595,2025-05-31,148.92,Organic
963,142,2025-03-07,19.05,Organic
964,441,2025-12-27,83.7,Organic
965,672,2024-12-24,105.73,Referral
966,70,2024-11-20,121.59,Paid Search
967,189,2025-04-03,90.59,Organic
968,745,2023-09-11,57.98,
969,424,2025-10-04,30.34,Referral
970,454,2025-10-04,85.17,Organic
971,798,2024-09-17,15.67,
972,135,2024-03-13,10.0,Paid Search
973,781,2025-10-28,106.19,Referral
974,621,2025-06-20,134.24,Organic
975,611,2023-11-26,10.0,Organic
976,704,2025-01-07,19.42,Referral
977,82,2025-04-24,117.15,Email
978,138,2025-11-07,203.45,Email
979,730,2025-12-04,81.25,Referral
980,189,2025-06-13,36.32,Email
981,486,2025-08-04,69.03,
982,198,2025-01-04,162.49,Paid Search
983,419,2023-12-21,41.24,Referral
984,423,2024-09-16,32.05,Organic
985,776,2025-07-11,51.04,Paid Search
986,182,2025-04-01,22.8,Email
987,705,2025-04-10,87.36,Email
988,253,2025-11-22,177.48,Email
989,795,2023-08-21,99.38,Email
990,738,2024-11-21,64.86,Email
991,627,2025-08-24,62.49,Paid Search
992,534,2024-11-14,10.0,Email
993,468,2025-12-19,132.99,Paid Search
994,252,2025-09-11,75.33,Paid Search
995,572,2025-03-14,69.17,Paid Search
996,195,2024-11-08,271.59,Email
997,408,2024-08-23,97.93,Referral
998,473,2024-05-12,34.89,Email
999,302,2025-12-09,54.42,Paid Search
1000,707,2025-10-23,148.91,Organic
1001,475,2025-12-16,86.8,Email
1002,93,2025-11-25,10.0,Paid Search
1003,185,2025-09-17,135.15,
1004,403,2025-09-29,39.91,Referral
1005,462,2025-10-16,192.4,Organic
1006,465,2025-08-31,144.8,
1007,466,2023-09-13,53.16,
1008,332,2024-02-03,156.86,
1009,94,2024-02-26,84.07,Email
1010,650,2025-02-28,131.17,Paid Search
1011,537,2025-03-11,109.08,
1012,388,2025-11-25,29.22,Email
1013,45,2025-11-28,41.39,Organic
1014,344,2025-11-09,141.8,Organic
1015,167,2025-04-22,59.91,Organic
1016,788,2025-09-15,55.78,
1017,430,2024-09-08,22.69,Referral
1018,748,2025-07-19,105.42,Referral
1019,642,2025-12-23,203.75,Paid Search
1020,135,2024-03-31,15.95,Paid Search
1021,638,2025-08-23,81.45,Paid Search
1022,470,2025-10-14,164.73,
1023,557,2023-12-26,75.22,Email
1024,244,2025-09-27,107.14,Email
1025,465,2025-02-27,16.26,Email
1026,82,2025-01-25,105.7,Paid Search
1027,251,2025-12-31,68.77,Referral
1028,635,2025-09-28,139.14,Organic
1029,51,2023-11-06,151.24,Organic
1030,57,2025-11-11,235.37,Paid Search
1031,149,2025-12-12,114.78,Paid Search
1032,684,2025-11-12,99.55,Referral
1033,340,2024-07-10,91.66,Paid Search
1034,112,2025-07-09,58.81,Organic
1035,166,2025-06-28,100.31,Referral
1036,626,2025-10-24,62.28,
1037,467,2025-10-07,90.11,Referral
1038,37,2023-11-09,159.06,
1039,331,2025-12-14,19.61,Email
1040,70,2025-06-14,148.39,
1041,564,2025-03-21,159.03,Referral
1042,483,2025-08-05,72.92,Paid Search
1043,712,2025-11-16,10.0,Referral
1044,540,2024-12-10,43.53,Organic
1045,713,2024-05-06,157.82,Paid Search
1046,112,2025-09-26,78.63,Paid Search
1047,496,2025-06-11,20.04,Referral
1048,438,2024-10-20,49.71,Referral
1049,539,2025-11-09,130.44,Referral
1050,133,2025-12-13,112.8,Email
1051,533,2025-06-15,65.66,Email
1052,505,2025-12-29,57.99,Organic
1053,726,2024-09-04,56.49,Organic
1054,2,2024-09-14,24.66,
1055,477,2025-12-15,176.92,Paid Search
1056,756,2025-12-22,60.66,
1057,424,2025-07-02,153.03,Referral
1058,359,2025-10-10,171.28,Organic
1059,12,2025-01-13,139.9,Organic
1060,707,2025-02-24,54.1,
1061,70,2024-03-10,104.22,Referral
1062,519,2025-05-28,78.55,Paid Search
1063,117,2025-08-15,25.78,Referral
1064,350,2025-04-20,99.46,Paid Search
1065,180,2024-11-28,10.0,Referral
1066,347,2025-10-16,151.26,Email
1067,486,2025-07-09,52.12,Organic
1068,494,2025-09-26,92.07,Email
1069,550,2025-04-19,97.0,Email
1070,424,2025-12-28,64.47,Paid Search
1071,534,2025-05-28,115.2,Referral
1072,569,2025-11-04,51.51,Paid Search
1073,214,2025-07-01,132.28,
1074,363,2023-06-18,10.0,
1075,288,2025-01-06,87.58,Referral
1076,385,2025-11-11,196.34,Organic
1077,585,2025-07-03,19.98,Email
1078,192,2025-09-08,39.34,Paid Search
1079,770,2025-09-14,110.83,
1080,727,2023-07-03,90.77,Referral
1081,424,2025-07-13,101.04,Email
1082,244,2025-11-06,109.35,Email
1083,310,2024-02-28,118.08,Referral
1084,180,2024-09-05,146.58,Referral
1085,39,2025-12-25,104.59,Paid Search
1086,455,2025-07-15,65.52,Paid Search
1087,495,2025-12-13,120.35,
1088,195,2024-12-28,193.99,Email
1089,751,2025-11-30,72.04,Referral
1090,795,2024-06-09,21.53,Organic
1091,788,2023-12-26,146.42,Organic
1092,211,2025-11-29,72.78,Paid Search
1093,471,2024-05-28,10.0,Paid Search
1094,5,2024-11-21,130.85,Paid Search
1095,704,2025-10-25,47.88,Paid Search
1096,342,2024-11-03,74.57,Paid Search
1097,106,2025-09-26,99.92,Referral
1098,24,2025-07-30,91.43,Referral
1099,655,2025-05-16,122.57,Referral
1100,206,2023-11-03,53.87,Referral
1101,284,2025-05-26,110.79,Referral
1102,792,2024-08-28,64.43,Paid Search
1103,280,2025-06-25,124.33,Organic
1104,281,2024-11-07,116.92,Paid Search
1105,638,2025-06-07,23.87,Organic
1106,556,2025-10-20,145.16,Referral
1107,278,2024-04-12,47.84,Referral
1108,588,2024-09-20,128.48,Organic
1109,73,2024-04-27,102.04,Referral
1110,554,2025-12-14,190.29,Paid Search
1111,134,2025-11-27,66.59,Email
1112,692,2023-07-26,59.04,Paid Search
1113,393,2023-05-13,78.83,Paid Search
1114,437,2024-11-16,61.81,Organic
1115,722,2025-08-26,128.0,Referral
1116,320,2025-02-03,10.0,Organic
1117,731,2025-12-06,16.78,Paid Search
1118,774,2025-10-21,15.93,Organic
1119,96,2025-09-12,137.02,Paid Search
1120,467,2025-02-24,182.64,
1121,482,2024-04-23,73.73,Organic
1122,148,2025-11-01,69.87,Referral
1123,373,2025-05-22,84.2,Organic
1124,717,2025-12-28,149.71,Referral
1125,333,2025-11-20,24.36,Email
1126,31,2025-05-30,94.3,Email
1127,116,2024-05-17,138.51,Email
1128,473,2024-05-16,110.07,Referral
1129,787,2024-04-22,91.37,Organic
1130,521,2025-06-01,140.06,Email
1131,732,2025-06-24,10.0,Paid Search
1132,334,2025-12-11,120.67,
1133,310,2025-01-17,40.76,Email
1134,411,2025-09-01,10.0,Email
1135,245,2025-08-08,110.67,Organic
1136,562,2025-10-18,162.42,Email
1137,394,2024-09-12,71.75,Referral
1138,214,2025-10-28,137.17,Email
1139,446,2025-12-11,176.74,Referral
1140,558,2025-11-22,158.89,Organic
1141,178,2024-09-20,178.4,
1142,118,2025-12-09,124.53,Referral
1143,569,2024-08-12,84.53,Email
1144,181,2025-07-22,10.0,Email
1145,72,2025-11-08,65.24,Email
1146,336,2025-07-07,29.41,Paid Search
1147,93,2025-07-19,210.26,Organic
1148,595,2025-12-02,69.45,Paid Search
1149,776,2025-06-26,87.39,Organic
1150,464,2025-10-02,113.09,Referral
1151,400,2025-10-15,82.62,Email
1152,201,2025-10-28,181.7,Referral
1153,307,2025-07-03,42.64,
1154,446,2025-12-20,91.68,Referral
1155,92,2025-05-13,35.45,Paid Search
1156,627,2024-12-29,10.0,Email
1157,131,2025-03-11,43.29,Paid Search
1158,379,2025-11-26,77.78,Paid Search
1159,1,2025-08-06,54.24,Referral
1160,113,2025-12-01,38.45,Paid Search
1161,241,2025-11-13,10.0,Email
1162,641,2024-03-19,75.01,Email
1163,416,2024-12-08,10.0,Email
1164,559,2025-01-27,125.6,Organic
1165,487,2024-12-26,84.95,Organic
1166,569,2025-06-02,10.0,Referral
1167,428,2024-01-03,61.45,
1168,687,2025-05-29,34.87,Organic
1169,12,2023-06-11,99.15,Paid Search
1170,148,2025-12-25,160.43,Email
1171,674,2025-12-22,10.0,Organic
1172,87,2024-04-03,86.9,Email
1173,467,2025-12-20,70.39,Email
1174,639,2025-09-19,120.28,
1175,522,2025-01-31,92.79,Email
1176,394,2025-02-07,34.88,
1177,191,2025-07-10,60.86,Paid Search
1178,592,2025-09-20,32.24,Organic
1179,730,2025-09-19,144.56,Referral
1180,421,2025-11-24,81.28,Referral
1181,35,2023-12-28,194.07,Email
1182,722,2025-03-20,76.36,Paid Search
1183,595,2025-04-30,37.5,Paid Search
1184,146,2025-08-20,10.0,Referral
1185,477,2025-10-20,10.0,Paid Search
1186,536,2025-10-03,10.0,Paid Search
1187,252,2025-11-28,96.03,Paid Search
1188,701,2025-12-08,110.52,Referral
1189,628,2023-06-03,10.0,
1190,548,2024-04-22,133.7,Email
1191,465,2025-06-12,51.02,Email
1192,588,2024-12-18,88.81,
1193,362,2024-09-11,176.73,Referral
1194,172,2025-02-15,133.81,Referral
1195,745,2025-10-23,63.89,Referral
1196,63,2025-09-26,26.53,Organic
1197,587,2023-08-18,10.0,Referral
1198,756,2025-12-16,36.85,Referral
1199,497,2025-11-30,67.33,Organic
1200,518,2023-10-23,20.77,Referral
1201,259,2024-03-22,72.12,Referral
1202,282,2025-10-18,84.61,Paid Search
1203,760,2024-11-29,66.51,Organic
1204,606,2025-08-08,41.0,
1205,379,2024-11-08,90.12,Referral
1206,718,2025-07-24,106.52,Email
1207,186,2025-12-03,14.58,Paid Search
1208,352,2025-03-06,164.66,Organic
1209,610,2023-11-18,74.08,Email
1210,771,2025-06-27,81.13,Email
1211,244,2025-11-23,122.49,Organic
1212,216,2025-11-16,93.99,Paid Search
1213,658,2025-01-11,137.19,Paid Search
1214,54,2025-10-07,97.23,Email
1215,409,2025-11-11,43.25,Referral
1216,488,2025-09-03,101.69,Organic
1217,389,2025-09-23,11.38,
1218,486,2025-09-05,86.51,
1219,544,2025-11-24,78.01,Email
1220,13,2025-07-11,67.51,
1221,392,2025-04-25,72.29,Referral
1222,543,2025-12-22,10.0,Paid Search
1223,100,2025-06-25,47.08,Referral
1224,443,2025-06-27,85.57,Referral
1225,344,2025-10-02,89.59,Referral
1226,101,2025-03-21,18.34,Email
1227,473,2025-10-15,155.94,Organic
1228,752,2025-10-20,28.03,Organic
1229,533,2024-05-10,138.17,Organic
1230,321,2025-11-03,105.63,
1231,689,2024-11-14,41.23,Paid Search
1232,13,2025-09-12,186.52,Paid Search
1233,538,2023-07-18,10.0,Email
1234,360,2025-03-21,135.15,Referral
1235,258,2025-10-14,140.03,Paid Search
1236,25,2025-08-19,39.76,Paid Search
1237,59,2025-09-25,163.55,Organic
1238,614,2025-10-18,65.0,Paid Search
1239,726,2024-03-13,97.32,Paid Search
1240,620,2024-08-12,95.62,
1241,673,2025-12-12,71.94,Organic
1242,114,2024-07-31,128.65,Referral
1243,302,2025-09-26,127.61,Paid Search
1244,655,2025-09-18,10.0,
1245,788,2024-11-27,158.26,Referral
1246,264,2025-02-14,10.0,Paid Search
1247,284,2025-09-28,141.95,Paid Search
1248,392,2024-07-02,147.6,Referral
1249,62,2025-08-31,14.54,Referral
1250,183,2025-07-11,55.35,Paid Search
1251,504,2025-02-06,13.66,Email
1252,183,2025-10-24,67.1,
1253,112,2025-02-19,61.52,Email
1254,224,2024-12-10,126.78,Paid Search
1255,453,2025-10-05,158.62,Referral
1256,106,2024-05-16,163.74,Paid Search
1257,73,2025-01-19,46.27,Referral
1258,796,2025-08-19,67.45,Paid Search
1259,510,2025-06-10,10.0,Paid Search
1260,39,2025-12-28,31.65,Referral
1261,156,2025-08-02,137.89,Email
1262,589,2024-05-26,176.93,
1263,490,2024-11-25,10.0,Email
1264,746,2024-07-24,44.45,Organic
1265,4,2025-04-20,78.42,Email
1266,125,2025-07-16,96.81,Referral
1267,342,2025-06-11,31.42,Referral
1268,411,2024-12-01,105.44,
1269,375,2025-07-03,51.57,
1270,83,2025-03-04,79.13,Referral
1271,664,2023-11-24,112.78,
1272,568,2024-08-18,80.39,Email
1273,677,2025-09-15,53.82,
1274,713,2024-11-07,73.42,
1275,646,2025-02-24,74.7,
1276,499,2023-07-19,57.8,
1277,753,2023-11-19,64.47,Organic
1278,37,2024-02-19,175.92,
1279,738,2024-06-22,113.66,Email
1280,399,2025-07-27,62.27,Referral
1281,512,2025-11-27,121.82,Paid Search
1282,38,2025-11-26,59.97,Paid Search
1283,346,2025-02-23,150.39,
1284,122,2024-03-09,102.18,Email
1285,695,2025-11-08,73.56,Organic
1286,759,2025-06-24,106.86,Organic
1287,74,2024-06-02,10.0,Organic
1288,501,2024-04-25,12.39,Email
1289,634,2024-09-01,10.0,Organic
1290,719,2025-12-24,88.58,Organic
1291,15,2023-09-27,183.95,Paid Search
1292,315,2024-05-02,213.88,Email
1293,626,2025-06-20,118.28,Paid Search
1294,109,2025-05-26,110.05,Email
1295,610,2024-04-02,10.0,Paid Search
1296,208,2024-11-09,47.44,Referral
1297,756,2025-12-28,32.73,Referral
1298,124,2025-10-23,42.75,Organic
1299,330,2024-11-02,69.91,Paid Search
1300,608,2023-10-23,51.67,Referral
1301,65,2025-09-27,10.0,
1302,145,2025-11-30,124.87,Email
1303,173,2025-11-20,15.64,Referral
1304,567,2024-11-24,94.35,Email
1305,250,2024-08-29,204.44,Organic
1306,103,2025-10-28,24.84,Email
1307,797,2025-06-13,10.0,Paid Search
1308,499,2023-07-15,62.84,Paid Search
1309,8,2024-05-24,146.06,Paid Search
1310,724,2025-03-19,197.5,Referral
1311,427,2025-03-27,10.0,Email
1312,709,2025-10-22,109.8,Organic
1313,147,2024-08-17,52.08,Email
1314,422,2025-01-25,73.64,Organic
1315,626,2025-11-01,238.66,Paid Search
1316,611,2023-10-04,10.0,Email
1317,627,2023-10-24,95.22,Referral
1318,357,2025-10-31,108.06,Paid Search
1319,572,2024-05-07,145.15,Organic
1320,121,2025-06-06,85.88,Paid Search
1321,634,2025-07-22,98.48,Organic
1322,476,2024-05-07,56.5,
1323,55,2025-07-21,96.15,Paid Search
1324,153,2025-08-20,59.41,Email
1325,510,2025-06-17,117.29,Organic
1326,687,2025-04-17,57.82,Paid Search
1327,661,2025-11-12,102.63,Referral
1328,215,2025-02-04,78.24,Referral
1329,343,2025-09-13,147.56,Paid Search
1330,107,2025-04-22,76.92,
1331,162,2024-06-01,10.0,Email
1332,528,2025-10-24,155.72,Paid Search
1333,241,2025-12-20,25.66,Email
1334,607,2025-12-24,40.77,Referral
1335,430,2024-05-19,44.26,
1336,236,2025-06-02,162.47,Referral
1337,234,2023-06-25,10.0,Organic
1338,756,2025-12-29,268.26,Organic
1339,385,2024-09-21,143.36,
1340,483,2025-11-28,93.39,Email
1341,56,2025-09-20,76.71,Organic
1342,222,2025-07-23,97.13,Email
1343,183,2025-06-14,111.27,Referral
1344,140,2025-11-01,118.71,Organic
1345,648,2025-03-14,113.34,Referral
1346,208,2024-08-08,85.37,Organic
1347,33,2023-05-26,68.16,Referral
1348,140,2024-11-11,70.92,
1349,470,2025-09-24,68.31,Organic
1350,779,2025-09-13,148.03,Organic
1351,303,2025-10-02,115.61,Organic
1352,592,2025-11-15,10.0,Organic
1353,89,2025-08-19,119.35,Email
1354,222,2025-07-13,91.68,Email
1355,474,2025-08-26,78.88,Paid Search
1356,748,2025-07-01,56.69,Organic
1357,254,2025-10-29,147.45,Email
1358,594,2025-11-23,136.85,Organic
1359,588,2024-01-19,33.63,Email
1360,46,2024-03-28,104.42,Email
1361,752,2025-07-26,21.7,Paid Search
1362,436,2025-04-04,10.0,Email
1363,491,2024-08-07,42.4,Email
1364,508,2024-07-04,131.74,Paid Search
1365,572,2023-02-05,137.19,Email
1366,224,2023-08-05,110.79,Referral
1367,303,2025-10-23,123.51,Paid Search
1368,17,2025-10-20,110.97,Referral
1369,166,2025-07-30,41.51,Email
1370,585,2025-09-13,105.92,Paid Search
1371,466,2024-09-29,128.02,Organic
1372,721,2025-04-04,125.26,Organic
1373,380,2025-12-29,151.33,Email
1374,721,2025-11-23,122.5,Paid Search
1375,643,2024-08-17,101.09,Email
1376,708,2024-11-18,144.21,Paid Search
1377,304,2025-06-08,78.41,
1378,715,2025-09-14,27.09,Organic
1379,702,2023-10-19,70.22,Referral
1380,754,2024-03-14,35.31,Referral
1381,53,2024-11-14,39.49,Email
1382,375,2025-05-29,71.33,Paid Search
1383,375,2025-04-08,32.45,Organic
1384,664,2024-11-23,61.52,
1385,575,2025-06-28,10.0,
1386,142,2025-04-02,92.8,Organic
1387,553,2024-06-17,80.07,Email
1388,756,2025-12-22,30.97,Organic
1389,329,2025-07-10,119.55,Referral
1390,516,2025-09-28,136.25,Email
1391,284,2024-09-23,10.0,Paid Search
1392,382,2024-05-24,34.24,Email
1393,498,2025-06-04,33.85,Paid Search
1394,482,2025-08-25,23.61,Referral
1395,463,2025-12-22,129.77,Paid Search
1396,193,2025-10-19,68.37,Paid Search
1397,83,2024-12-24,64.13,Organic
1398,296,2025-12-30,10.0,Paid Search
1399,112,2025-03-02,118.13,Referral
1400,115,2023-11-03,10.0,Email
1401,155,2024-05-01,83.6,Paid Search
1402,301,2025-08-20,96.64,Organic
1403,486,2025-09-26,161.64,
1404,455,2025-12-04,10.0,Paid Search
1405,299,2024-02-20,10.0,Paid Search
1406,23,2025-10-03,91.03,Organic
1407,533,2025-03-21,188.03,Referral
1408,422,2025-07-18,154.34,Referral
1409,672,2025-06-15,92.58,
1410,608,2025-03-10,50.5,Email
1411,469,2025-05-24,128.43,Organic
1412,314,2025-04-19,21.59,Referral
1413,233,2025-04-17,108.58,Referral
1414,296,2025-09-25,110.33,Paid Search
1415,152,2025-10-05,143.61,Referral
1416,467,2024-12-13,245.58,Organic
1417,729,2025-09-20,103.54,Referral
1418,187,2025-10-24,49.46,Organic
1419,166,2024-04-09,78.47,
1420,43,2024-04-10,10.0,Organic
1421,452,2025-10-14,38.32,Referral
1422,189,2024-12-09,55.44,
1423,682,2025-08-27,48.55,Referral
1424,152,2025-10-15,89.14,Email
1425,553,2024-08-06,30.65,
1426,125,2024-01-08,147.26,Email
1427,512,2025-06-24,80.01,Email
1428,328,2023-10-17,79.44,Paid Search
1429,757,2025-12-18,60.33,Referral
1430,663,2025-12-26,89.31,Referral
1431,486,2025-09-12,129.51,
1432,579,2025-08-23,27.97,
1433,347,2025-10-24,40.51,
1434,750,2025-06-13,61.78,
1435,143,2025-05-09,10.0,Paid Search
1436,316,2025-07-26,30.84,Email
1437,633,2025-12-29,51.43,Organic
1438,457,2025-10-11,132.46,Paid Search
1439,335,2024-11-18,95.75,Organic
1440,598,2025-10-17,91.62,Referral
1441,201,2025-10-04,131.05,Paid Search
1442,552,2025-12-10,71.76,Email
1443,694,2025-12-29,103.43,Paid Search
1444,525,2025-04-12,73.81,Organic
1445,503,2025-04-18,95.92,Paid Search
1446,683,2024-07-18,45.03,Email
1447,152,2025-11-12,10.0,Referral
1448,396,2024-04-10,71.94,Paid Search
1449,292,2024-06-21,165.36,Referral
1450,316,2025-11-11,135.57,Paid Search
1451,221,2025-08-21,137.92,Email
1452,760,2025-05-03,154.17,Email
1453,296,2024-11-18,85.32,
1454,747,2025-06-08,91.84,Organic
1455,602,2025-12-09,42.94,Paid Search
1456,148,2025-04-06,61.04,Referral
1457,487,2025-07-11,116.95,Referral
1458,68,2025-12-18,152.23,
1459,91,2023-04-07,71.63,Email
1460,655,2025-06-17,52.99,Email
1461,180,2025-12-04,80.03,Email
1462,728,2025-11-19,116.07,Organic
